,driverId,grid,positionOrder,points,statusId,year,round,circuitId,top_3,top_3_label,top3_driver_season_percentage,driver_avg_finish_pos_season,Constructor_Top3_Percent,Top_3_at_circuit,round_max_last_szn,top3_driver_season_percentage_lag,driver_avg_finish_pos_season_lag,Constructor_Top3_Percent_lag,round_lag
19644,427,8,5,2.0,11,1953-01-01,9,14,False,no,0.0,11.3125,0.0,0.0,8.0,0.0,11.126760563380282,11.76470588235294,8.0
19645,643,16,6,0.0,13,1953-01-01,9,14,False,no,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19646,644,12,7,0.0,14,1953-01-01,9,14,False,no,0.0,9.0,21.62162162162162,0.0,8.0,0.0,0.0,0.0,0.0
19647,620,11,8,0.0,15,1953-01-01,9,14,False,no,0.0,10.666666666666666,34.146341463414636,0.0,8.0,0.0,0.0,0.0,0.0
19648,501,15,9,0.0,15,1953-01-01,9,14,False,no,0.0,10.96551724137931,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19649,589,25,10,0.0,18,1953-01-01,9,14,False,no,0.0,14.3125,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19650,669,23,11,0.0,18,1953-01-01,9,14,False,no,0.0,12.294117647058824,21.62162162162162,0.0,8.0,0.0,0.0,0.0,0.0
19651,689,24,12,0.0,88,1953-01-01,9,14,False,no,0.0,15.125,0.0,0.0,8.0,0.0,15.142857142857142,8.333333333333332,8.0
19652,475,10,13,0.0,88,1953-01-01,9,14,False,no,0.0,9.121212121212121,0.0,0.0,8.0,0.0,9.120689655172415,0.0,8.0
19653,717,29,14,0.0,53,1953-01-01,9,14,False,no,0.0,28.0,0.0,0.0,8.0,0.0,25.5,38.46153846153847,8.0
19654,704,28,15,0.0,53,1953-01-01,9,14,False,no,0.0,11.25,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19655,627,17,16,0.0,112,1953-01-01,9,14,False,no,0.0,10.594594594594595,34.146341463414636,0.0,8.0,0.0,10.515151515151516,38.46153846153847,8.0
19656,647,1,17,0.0,3,1953-01-01,9,14,False,no,62.5,7.882352941176471,34.146341463414636,50.0,8.0,83.33333333333334,8.333333333333334,38.46153846153847,8.0
19657,697,7,18,0.0,60,1953-01-01,9,14,False,no,14.285714285714285,9.875,21.62162162162162,25.0,8.0,0.0,10.75,0.0,8.0
19658,670,4,19,0.0,3,1953-01-01,9,14,False,no,20.0,12.272727272727273,21.62162162162162,0.0,8.0,0.0,0.0,0.0,0.0
19659,640,9,20,0.0,5,1953-01-01,9,14,False,no,0.0,11.904761904761905,21.62162162162162,0.0,8.0,0.0,11.705882352941176,0.0,8.0
19660,486,22,21,0.0,62,1953-01-01,9,14,False,no,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19661,663,19,22,0.0,62,1953-01-01,9,14,False,no,0.0,12.285714285714286,0.0,0.0,8.0,0.0,13.0,8.333333333333332,8.0
19662,664,18,23,0.0,62,1953-01-01,9,14,False,no,0.0,16.833333333333332,0.0,0.0,8.0,0.0,15.8,0.0,8.0
19663,722,20,24,0.0,5,1953-01-01,9,14,False,no,0.0,24.5,34.146341463414636,0.0,8.0,0.0,0.0,0.0,0.0
19664,456,14,25,0.0,37,1953-01-01,9,14,False,no,0.0,13.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19665,622,21,26,0.0,5,1953-01-01,9,14,False,no,0.0,10.2,21.62162162162162,0.0,8.0,0.0,11.0,0.0,8.0
19666,625,13,27,0.0,5,1953-01-01,9,14,False,no,0.0,14.0,0.0,0.0,8.0,0.0,12.0,0.0,8.0
19667,667,26,28,0.0,5,1953-01-01,9,14,False,no,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19668,660,30,29,0.0,69,1953-01-01,9,14,False,no,0.0,13.208333333333334,0.0,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19669,651,27,30,0.0,5,1953-01-01,9,14,False,no,0.0,16.0,0.0,0.0,8.0,0.0,14.666666666666666,0.0,8.0
20101,577,12,7,0.0,14,1953-01-01,9,14,False,no,0.0,8.958333333333334,21.62162162162162,0.0,8.0,0.0,0.0,0.0,0.0
19244,579,3,1,8.0,1,1954-01-01,1,25,True,yes,0.0,0.0,0.0,0.0,9.0,33.33333333333333,4.892857142857143,21.62162162162162,9.0
19245,642,1,2,6.0,1,1954-01-01,1,25,True,yes,0.0,0.0,0.0,0.0,9.0,57.14285714285714,5.944444444444445,34.146341463414636,9.0
19246,498,2,3,5.0,1,1954-01-01,1,25,True,yes,0.0,0.0,0.0,16.666666666666664,9.0,0.0,0.0,0.0,0.0
19247,427,5,4,3.0,11,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,11.3125,0.0,9.0
19248,625,15,5,2.0,12,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,9.0
19249,501,11,6,0.0,13,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,10.96551724137931,0.0,9.0
19250,669,10,7,0.0,14,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,12.294117647058824,21.62162162162162,9.0
19251,640,13,8,0.0,14,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,11.904761904761905,21.62162162162162,9.0
19252,620,12,9,0.0,15,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,10.666666666666666,34.146341463414636,9.0
19253,554,17,10,0.0,2,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19254,578,4,11,0.0,2,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
19255,670,6,12,0.0,5,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,20.0,12.272727272727273,21.62162162162162,9.0
19256,643,8,13,0.0,44,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,9.0
19257,671,16,14,0.0,51,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19258,672,18,15,0.0,6,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19259,627,14,16,0.0,3,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,10.594594594594595,34.146341463414636,9.0
19260,577,7,17,0.0,54,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,8.958333333333334,21.62162162162162,9.0
19261,496,9,18,0.0,54,1954-01-01,1,25,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19262,657,19,1,8.0,1,1954-01-01,2,19,True,yes,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0
19263,525,3,2,6.0,1,1954-01-01,2,19,True,yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19264,658,1,3,5.0,1,1954-01-01,2,19,True,yes,0.0,0.0,0.0,16.666666666666664,9.0,0.0,0.0,0.0,0.0
19265,526,11,4,1.5,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,14.285714285714285,9.0,0.0,0.0,0.0,0.0
19266,673,14,5,2.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,33.33333333333333,9.0,0.0,0.0,0.0,0.0
19267,615,24,6,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19268,528,6,7,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19269,555,32,8,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19270,674,25,9,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19271,655,13,10,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19272,656,27,11,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0
19273,521,5,12,0.0,11,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19274,675,22,13,0.0,13,1954-01-01,2,19,False,no,0.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0
19275,628,9,14,0.0,13,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19276,518,8,15,0.0,14,1954-01-01,2,19,False,no,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
19277,679,20,16,0.0,16,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19278,592,7,17,0.0,16,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19279,596,31,18,0.0,17,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19280,676,33,19,0.0,17,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19281,611,10,20,0.0,20,1954-01-01,2,19,False,no,0.0,0.0,0.0,22.22222222222222,9.0,0.0,0.0,0.0,0.0
19282,597,12,21,0.0,20,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19283,449,16,22,0.0,31,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19284,520,17,23,0.0,8,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19285,512,4,24,0.0,31,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19286,612,23,25,0.0,22,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19287,659,30,26,0.0,5,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19288,556,2,27,0.0,3,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19289,509,28,28,0.0,3,1954-01-01,2,19,False,no,0.0,0.0,0.0,8.333333333333332,9.0,0.0,0.0,0.0,0.0
19290,529,21,29,0.0,67,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19291,677,29,30,0.0,48,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19292,678,26,31,0.0,23,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19293,593,15,32,0.0,5,1954-01-01,2,19,False,no,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
19294,519,18,33,0.0,3,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20102,518,11,4,1.5,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
20103,659,32,8,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20104,593,27,11,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
20105,611,27,11,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,22.22222222222222,9.0,0.0,0.0,0.0,0.0
20106,612,27,11,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20107,653,27,11,0.0,1,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20108,654,5,12,0.0,11,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20109,613,8,15,0.0,14,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20110,799,8,15,0.0,14,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20111,529,8,15,0.0,14,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20112,702,31,18,0.0,17,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20113,730,33,19,0.0,17,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20114,653,10,20,0.0,20,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20115,509,10,20,0.0,20,1954-01-01,2,19,False,no,0.0,0.0,0.0,8.333333333333332,9.0,0.0,0.0,0.0,0.0
20116,513,16,22,0.0,31,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20117,613,17,23,0.0,8,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20118,612,4,24,0.0,31,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20119,556,4,24,0.0,31,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20120,702,23,25,0.0,22,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20121,559,28,28,0.0,3,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20122,805,29,30,0.0,48,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20123,730,26,31,0.0,23,1954-01-01,2,19,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19295,579,1,1,9.0,1,1954-01-01,3,13,True,yes,100.0,4.857142857142857,11.11111111111111,14.285714285714285,9.0,33.33333333333333,4.892857142857143,21.62162162162162,9.0
19296,427,6,2,6.0,1,1954-01-01,3,13,True,yes,0.0,8.444444444444445,33.33333333333333,0.0,9.0,0.0,11.3125,0.0,9.0
19297,475,9,3,4.0,11,1954-01-01,3,13,True,yes,0.0,7.235294117647059,11.11111111111111,0.0,9.0,0.0,9.121212121212121,0.0,9.0
19298,498,5,4,1.5,11,1954-01-01,3,13,False,no,100.0,8.125,33.33333333333333,0.0,9.0,0.0,0.0,0.0,0.0
19299,429,8,5,2.0,11,1954-01-01,3,13,False,no,0.0,13.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19300,669,13,6,0.0,11,1954-01-01,3,13,False,no,0.0,8.75,11.11111111111111,0.0,9.0,0.0,12.294117647058824,21.62162162162162,9.0
19301,644,11,7,0.0,12,1954-01-01,3,13,False,no,0.0,7.5,11.11111111111111,0.0,9.0,0.0,9.0,21.62162162162162,9.0
19302,642,3,8,0.0,80,1954-01-01,3,13,False,no,100.0,6.4,33.33333333333333,33.33333333333333,9.0,57.14285714285714,5.944444444444445,34.146341463414636,9.0
19303,632,10,9,0.0,5,1954-01-01,3,13,False,no,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19304,554,7,10,0.0,22,1954-01-01,3,13,False,no,0.0,7.071428571428571,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19305,670,4,11,0.0,5,1954-01-01,3,13,False,no,0.0,12.0,11.11111111111111,50.0,9.0,20.0,12.272727272727273,21.62162162162162,9.0
19306,498,2,12,0.0,5,1954-01-01,3,13,False,no,100.0,8.125,33.33333333333333,0.0,9.0,0.0,0.0,0.0,0.0
19307,680,14,13,0.0,5,1954-01-01,3,13,False,no,0.0,0.0,33.33333333333333,0.0,9.0,0.0,0.0,0.0,0.0
19308,643,12,14,0.0,42,1954-01-01,3,13,False,no,0.0,10.333333333333334,11.11111111111111,0.0,9.0,0.0,11.0,0.0,9.0
20124,578,5,4,1.5,11,1954-01-01,3,13,False,no,0.0,10.1,33.33333333333333,0.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
19309,579,1,1,8.0,1,1954-01-01,4,55,True,yes,100.0,5.411764705882353,0.0,42.857142857142854,9.0,33.33333333333333,4.892857142857143,21.62162162162162,9.0
19310,648,2,2,6.0,1,1954-01-01,4,55,True,yes,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19311,626,12,3,4.0,11,1954-01-01,4,55,True,yes,0.0,11.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0
19312,669,6,4,3.0,11,1954-01-01,4,55,False,no,0.0,8.5,20.0,0.0,9.0,0.0,12.294117647058824,21.62162162162162,9.0
19313,633,14,5,2.0,13,1954-01-01,4,55,False,no,0.0,9.75,20.0,25.0,9.0,25.0,9.787878787878787,34.146341463414636,9.0
19314,554,17,6,0.0,15,1954-01-01,4,55,False,no,0.0,7.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19315,632,19,7,0.0,109,1954-01-01,4,55,False,no,0.0,7.333333333333333,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19316,427,9,8,0.0,5,1954-01-01,4,55,False,no,50.0,8.333333333333334,25.0,0.0,9.0,0.0,11.3125,0.0,9.0
19317,627,13,9,0.0,5,1954-01-01,4,55,False,no,0.0,12.3,25.0,0.0,9.0,0.0,10.594594594594595,34.146341463414636,9.0
19318,670,5,10,0.0,6,1954-01-01,4,55,False,no,0.0,11.5,20.0,0.0,9.0,20.0,12.272727272727273,21.62162162162162,9.0
19319,643,11,11,0.0,5,1954-01-01,4,55,False,no,0.0,12.0,20.0,0.0,9.0,0.0,11.0,0.0,9.0
19320,663,16,12,0.0,7,1954-01-01,4,55,False,no,0.0,13.333333333333334,20.0,0.0,9.0,0.0,12.285714285714286,0.0,9.0
19321,501,21,13,0.0,48,1954-01-01,4,55,False,no,0.0,9.35,20.0,0.0,9.0,0.0,10.96551724137931,0.0,9.0
19322,478,7,14,1.0,5,1954-01-01,4,55,False,no,0.0,13.8,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19323,456,10,15,0.0,86,1954-01-01,4,55,False,no,0.0,13.4,20.0,0.0,9.0,0.0,13.5,0.0,9.0
19324,498,4,16,0.0,5,1954-01-01,4,55,False,no,33.33333333333333,8.333333333333334,25.0,50.0,9.0,0.0,0.0,0.0,0.0
19325,651,15,17,0.0,5,1954-01-01,4,55,False,no,0.0,16.0,0.0,0.0,9.0,0.0,16.0,0.0,9.0
19326,681,20,18,0.0,5,1954-01-01,4,55,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19327,578,8,19,0.0,5,1954-01-01,4,55,False,no,0.0,8.428571428571429,25.0,25.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
19328,650,18,20,0.0,5,1954-01-01,4,55,False,no,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19329,647,3,21,0.0,7,1954-01-01,4,55,False,no,0.0,7.777777777777778,20.0,25.0,9.0,62.5,7.882352941176471,34.146341463414636,9.0
19330,644,0,22,0.0,54,1954-01-01,4,55,False,no,0.0,7.333333333333333,20.0,0.0,9.0,0.0,9.0,21.62162162162162,9.0
19331,498,2,1,8.14,1,1954-01-01,5,9,True,yes,25.0,8.933333333333334,23.52941176470588,25.0,9.0,0.0,0.0,0.0,0.0
19332,578,3,2,6.14,1,1954-01-01,5,9,True,yes,0.0,9.105263157894736,23.52941176470588,20.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
19333,670,28,3,4.14,11,1954-01-01,5,9,True,yes,0.0,11.4,12.5,0.0,9.0,20.0,12.272727272727273,21.62162162162162,9.0
19334,579,1,4,3.14,11,1954-01-01,5,9,False,no,100.0,5.961538461538462,66.66666666666666,40.0,9.0,33.33333333333333,4.892857142857143,21.62162162162162,9.0
19335,427,8,5,2.0,13,1954-01-01,5,9,False,no,33.33333333333333,8.81081081081081,23.52941176470588,0.0,9.0,0.0,11.3125,0.0,9.0
19336,643,32,6,0.0,13,1954-01-01,5,9,False,no,0.0,10.857142857142858,12.5,0.0,9.0,0.0,11.0,0.0,9.0
19337,648,6,7,0.0,13,1954-01-01,5,9,False,no,100.0,8.5,66.66666666666666,0.0,9.0,0.0,0.0,0.0,0.0
19338,663,9,8,0.0,14,1954-01-01,5,9,False,no,0.0,13.0,12.5,0.0,9.0,0.0,12.285714285714286,0.0,9.0
19339,429,12,9,0.0,14,1954-01-01,5,9,False,no,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19340,619,18,10,0.0,15,1954-01-01,5,9,False,no,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19341,682,17,11,0.0,16,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19342,501,16,12,0.0,17,1954-01-01,5,9,False,no,0.0,9.9,12.5,0.0,9.0,0.0,10.96551724137931,0.0,9.0
19343,665,22,13,0.0,18,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19344,683,23,14,0.0,55,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19345,547,20,15,0.0,125,1954-01-01,5,9,False,no,0.0,14.571428571428571,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19346,475,4,16,0.0,109,1954-01-01,5,9,False,no,100.0,7.758620689655173,12.5,0.0,9.0,0.0,9.121212121212121,0.0,9.0
19347,684,19,17,0.0,69,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19348,554,5,18,0.0,22,1954-01-01,5,9,False,no,0.0,8.038461538461538,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19349,456,7,19,0.0,7,1954-01-01,5,9,False,no,0.0,13.25,12.5,0.0,9.0,0.0,13.5,0.0,9.0
19350,669,10,20,0.0,3,1954-01-01,5,9,False,no,0.0,8.0,12.5,0.0,9.0,0.0,12.294117647058824,21.62162162162162,9.0
19351,633,27,21,0.0,5,1954-01-01,5,9,False,no,0.0,8.384615384615385,12.5,25.0,9.0,25.0,9.787878787878787,34.146341463414636,9.0
19352,685,21,22,0.0,3,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19353,686,14,23,0.0,5,1954-01-01,5,9,False,no,0.0,3.5,23.52941176470588,25.0,9.0,0.0,0.0,0.0,0.0
19354,647,30,24,0.0,5,1954-01-01,5,9,False,no,0.0,8.666666666666666,12.5,40.0,9.0,62.5,7.882352941176471,34.146341463414636,9.0
19355,645,13,25,0.0,3,1954-01-01,5,9,False,no,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19356,581,11,26,0.0,5,1954-01-01,5,9,False,no,0.0,9.666666666666666,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19357,626,15,27,0.0,5,1954-01-01,5,9,False,no,100.0,10.333333333333334,23.52941176470588,0.0,9.0,0.0,0.0,0.0,0.0
19358,687,24,28,0.0,44,1954-01-01,5,9,False,no,0.0,18.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19359,688,25,29,0.0,5,1954-01-01,5,9,False,no,0.0,8.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19360,627,31,30,0.0,5,1954-01-01,5,9,False,no,0.0,11.176470588235293,23.52941176470588,0.0,9.0,0.0,10.594594594594595,34.146341463414636,9.0
19361,689,26,31,0.0,54,1954-01-01,5,9,False,no,0.0,6.666666666666667,0.0,0.0,9.0,0.0,15.125,0.0,9.0
19362,690,29,32,0.0,54,1954-01-01,5,9,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20125,541,10,20,0.0,3,1954-01-01,5,9,False,no,0.0,13.666666666666666,12.5,0.0,9.0,0.0,0.0,0.0,0.0
20126,647,27,21,0.0,5,1954-01-01,5,9,False,no,0.0,8.666666666666666,12.5,40.0,9.0,62.5,7.882352941176471,34.146341463414636,9.0
19363,579,1,1,8.0,1,1954-01-01,6,20,True,yes,75.0,5.515151515151516,40.0,40.0,9.0,33.33333333333333,4.892857142857143,21.62162162162162,9.0
19364,498,5,2,3.0,1,1954-01-01,6,20,True,yes,40.0,7.722222222222222,26.08695652173913,50.0,9.0,0.0,0.0,0.0,0.0
19365,427,7,3,4.0,1,1954-01-01,6,20,True,yes,25.0,10.0,26.08695652173913,0.0,9.0,0.0,11.3125,0.0,9.0
19366,648,23,4,4.0,1,1954-01-01,6,20,False,no,50.0,9.333333333333334,40.0,0.0,9.0,0.0,0.0,0.0,0.0
19367,644,15,5,2.0,1,1954-01-01,6,20,False,no,0.0,11.0,11.428571428571429,0.0,9.0,0.0,9.0,21.62162162162162,9.0
19368,641,13,6,0.0,11,1954-01-01,6,20,False,no,0.0,7.5,26.08695652173913,0.0,9.0,0.0,0.0,0.0,0.0
19369,501,14,7,0.0,11,1954-01-01,6,20,False,no,0.0,10.605263157894736,11.428571428571429,0.0,9.0,0.0,10.96551724137931,0.0,9.0
19370,627,11,8,0.0,11,1954-01-01,6,20,False,no,0.0,11.130434782608695,26.08695652173913,0.0,9.0,0.0,10.594594594594595,34.146341463414636,9.0
19371,626,12,9,0.0,12,1954-01-01,6,20,False,no,50.0,13.153846153846153,26.08695652173913,0.0,9.0,0.0,0.0,0.0,0.0
19372,554,9,10,0.0,12,1954-01-01,6,20,False,no,0.0,8.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19373,669,19,11,0.0,38,1954-01-01,6,20,False,no,0.0,10.083333333333334,11.428571428571429,0.0,9.0,0.0,12.294117647058824,21.62162162162162,9.0
19374,691,13,12,0.0,20,1954-01-01,6,20,False,no,0.0,0.0,40.0,0.0,9.0,0.0,0.0,0.0,0.0
19375,645,16,13,0.0,36,1954-01-01,6,20,False,no,0.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19376,692,21,14,0.0,5,1954-01-01,6,20,False,no,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19377,478,4,15,0.0,95,1954-01-01,6,20,False,no,0.0,16.5,40.0,0.0,9.0,0.0,0.0,0.0,0.0
19378,632,4,16,0.0,36,1954-01-01,6,20,False,no,0.0,6.428571428571429,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19379,578,3,17,0.0,7,1954-01-01,6,20,False,no,25.0,7.730769230769231,26.08695652173913,20.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
19380,643,17,18,0.0,95,1954-01-01,6,20,False,no,0.0,11.0,11.428571428571429,0.0,9.0,0.0,11.0,0.0,9.0
19381,475,3,19,0.0,67,1954-01-01,6,20,False,no,50.0,9.5,11.428571428571429,0.0,9.0,0.0,9.121212121212121,0.0,9.0
19382,429,20,20,0.0,22,1954-01-01,6,20,False,no,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
19383,670,8,21,0.0,3,1954-01-01,6,20,False,no,25.0,9.857142857142858,11.428571428571429,0.0,9.0,20.0,12.272727272727273,21.62162162162162,9.0
19384,633,10,22,0.0,54,1954-01-01,6,20,False,no,0.0,8.88888888888889,11.428571428571429,0.0,9.0,25.0,9.787878787878787,34.146341463414636,9.0
19385,663,22,23,0.0,54,1954-01-01,6,20,False,no,0.0,13.333333333333334,11.428571428571429,0.0,9.0,0.0,12.285714285714286,0.0,9.0
20127,578,5,2,3.0,1,1954-01-01,6,20,True,yes,25.0,7.730769230769231,26.08695652173913,20.0,9.0,42.857142857142854,7.5813953488372094,34.146341463414636,9.0
